index,case_id,gold_label,raw_precision_percent,raw_recall_percent,raw_f1_percent,raw_detect,raw_predicted_hallucination,raw_spans_console,dual_precision_percent,dual_recall_percent,dual_f1_percent,dual_detect,dual_predicted_hallucination,dual_spans_console,running_raw_micro_f1_percent,running_dual_micro_f1_percent
16,15556,hallucinated,39.27,74.69,51.48,OK,True,"[248:255] 'customs' (unsupported); [610:617] 'customs' (unsupported); [707:749] 'German history, traditions, and daily life' (unsupported); [926:972] 'Berlin, Munich, Cologne, and the Bavarian Alps' (unsupported); [989:1084] 'best times to visit Germany, considering factors such as weather, festivals, and touris...' (unsupported); [1164:1180] 'vacation rentals' (unsupported); ... +5 more",54.4,98.37,70.06,OK,True,"[892:973] 'Some popular destinations include Berlin, Munich, Cologne, and the Bavarian Alps.' (unsupported); [976:1085] 'Research the best times to visit Germany, considering factors such as weather, festival...' (unsupported); [1088:1181] 'Look into different types of accommodations, including hotels, hostels, and vacation re...' (unsupported); [1433:1497] 'Pack appropriately for the season and activities you plan to do.' (unsupported); [1498:1546] ""Don't forget to bring comfortable walking shoes,"" (unsupported); [1547:1595] 'as many German cities are best explored on foot.' (unsupported)",46.34,52.0
17,16663,clean,0.0,0.0,0.0,MISS,True,[213:226] 'work remotely' (unsupported),0.0,0.0,0.0,MISS,True,[213:226] 'work remotely' (unsupported),45.86,51.28
18,12046,hallucinated,41.72,94.44,57.87,OK,True,[492:560] 'Cook the Porterhouse until it reaches your desired level of doneness' (unsupported); [573:668] 'the passages do not provide specific temperature or time guidelines for cooking the Por...' (unsupported),0.0,0.0,0.0,MISS,False,[none],47.75,47.63
19,15102,clean,0.0,0.0,0.0,MISS,True,[36:77] 'first determine the extent of the tarnish' (unsupported),100.0,100.0,100.0,OK,False,[none],46.48,47.63
20,14760,clean,0.0,0.0,0.0,MISS,True,[168:206] 'The exact normal values are not stated' (unsupported),100.0,100.0,100.0,OK,False,[none],45.35,47.63
21,13911,clean,0.0,0.0,0.0,MISS,True,[127:167] 'immersive and engaging retail experience' (unsupported); [284:293] 'effective' (unsupported); [537:581] 'making the product interesting and appealing' (unsupported); [705:718] 'make them buy' (unsupported); [1128:1172] 'inviting and persuasive shopping environment' (unsupported),100.0,100.0,100.0,OK,False,[none],41.4,47.63
22,15781,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],41.4,47.63
23,14380,clean,0.0,0.0,0.0,MISS,True,[644:713] 'The passages do not mention the temperature at which to cook the ribs' (contradiction),0.0,0.0,0.0,MISS,True,[644:713] 'The passages do not mention the temperature at which to cook the ribs' (contradiction),39.8,44.59
24,15464,clean,0.0,0.0,0.0,MISS,True,[52:80] 'official website of the U.S.' (unsupported),100.0,100.0,100.0,OK,False,[none],39.19,44.59
25,13293,hallucinated,37.36,97.14,53.97,OK,True,[217:251] 'accounting for around 70% of cases' (unsupported); [519:576] 'can increase the risk of developing necrotizing fasciitis' (unsupported),37.36,97.14,53.97,OK,True,[217:251] 'accounting for around 70% of cases' (unsupported); [519:576] 'can increase the risk of developing necrotizing fasciitis' (unsupported),40.14,45.57
26,13914,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],40.14,45.57
27,14290,hallucinated,37.84,82.35,51.85,OK,True,[297:320] 'through the IRS website' (unsupported); [473:487] '1-800-829-1954' (unsupported),21.79,100.0,35.79,OK,True,[449:527] 'You can call the IRS at 1-800-829-1954 to check the status of your tax return.' (unsupported),40.46,44.85
28,14512,clean,0.0,0.0,0.0,MISS,True,[552:608] 'a broader term that encompasses various types of attacks' (unsupported),100.0,100.0,100.0,OK,False,[none],39.36,44.85
29,17253,clean,0.0,0.0,0.0,MISS,True,"[631:700] 'designing and building structures with water, such as bridges or dams' (unsupported); [814:851] 'such as buoyancy, volume, and density' (unsupported); [866:907] 'Unable to answer based on given passages.' (unsupported)",0.0,0.0,0.0,MISS,True,"[797:851] 'science concepts such as buoyancy, volume, and density' (unsupported)",36.73,43.07
30,15905,clean,0.0,0.0,0.0,MISS,True,[205:282] 'three layers of a semiconductor material with different electrical properties' (unsupported); [339:368] 'connected to a voltage source' (unsupported); [378:446] 'collector and emitter are connected to the input and output circuits' (unsupported); [469:482] 'small voltage' (unsupported),0.0,0.0,0.0,MISS,True,[190:326] 'It consists of three layers of a semiconductor material with different electrical prope...' (unsupported),33.85,39.14
31,17235,clean,0.0,0.0,0.0,MISS,True,[1155:1163] 'less icy' (contradiction); [1222:1239] 'double the recipe' (contradiction),100.0,100.0,100.0,OK,False,[none],33.5,39.14
32,12600,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],33.5,39.14
33,12444,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],33.5,39.14
34,15344,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],33.5,39.14
35,15900,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],33.5,39.14
36,16895,hallucinated,100.0,17.73,30.13,OK,True,[159:195] 'amber color can indicate dehydration' (unsupported),100.0,27.59,43.24,OK,True,[140:196] 'a darker yellow or amber color can indicate dehydration.' (unsupported),33.2,39.75
37,14094,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],33.2,39.75
38,14396,hallucinated,100.0,18.44,31.14,OK,True,[172:198] 'water and electrolyte loss' (unsupported),100.0,40.43,57.58,OK,True,"[155:212] 'typically due to water and electrolyte loss, not fat loss' (unsupported)",33.07,41.56
39,17105,hallucinated,68.25,82.69,74.78,OK,True,"[157:169] 'Google Voice' (unsupported); [320:340] 'Google Voice website' (unsupported); [1010:1041] 'Twilio, Vonage, and RingCentral' (unsupported)",42.16,82.69,55.84,OK,True,"[248:260] 'Google Voice' (unsupported); [307:366] 'visiting the Google Voice website and following the prompts' (unsupported); [1010:1041] 'Twilio, Vonage, and RingCentral' (unsupported)",34.71,42.61
40,16456,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],34.71,42.61
41,14818,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],34.71,42.61
42,12228,clean,0.0,0.0,0.0,MISS,True,[324:367] 'easier and leave your mouth feeling cleaner' (unsupported),100.0,100.0,100.0,OK,False,[none],34.21,42.61
43,16146,clean,100.0,100.0,100.0,OK,False,[none],0.0,0.0,0.0,MISS,True,[86:109] 'water might stain them.' (unsupported),34.21,42.14
44,15935,clean,0.0,0.0,0.0,MISS,True,[29:132] 'global egalitarianism refers to the idea that equality should be a guiding principle fo...' (unsupported); [134:239] 'aiming to address the striking socio-economic inequalities that exist across different ...' (unsupported),0.0,0.0,0.0,MISS,True,[459:532] 'equality of opportunity represents a workable principle of global justice' (contradiction),31.97,40.75
45,15731,clean,0.0,0.0,0.0,MISS,True,[64:83] 'is a game of chance' (unsupported); [115:135] 'with a unique number' (unsupported); [181:211] 'winning ticket drawn at random' (unsupported); [772:783] 'often going' (unsupported),100.0,100.0,100.0,OK,False,[none],31.19,40.75
46,12344,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],31.19,40.75
47,16901,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],31.19,40.75
48,16154,clean,0.0,0.0,0.0,MISS,True,"[16:51] '""winning the majority of delegates""' (unsupported); [265:298] 'winning the majority of delegates' (unsupported); [475:518] 'rather than simply winning the popular vote' (unsupported)",0.0,0.0,0.0,MISS,True,"[0:125] 'Republicans use ""winning the majority of delegates"" to allocate delegates in their pres...' (unsupported)",30.16,38.55
49,16057,clean,0.0,0.0,0.0,MISS,True,[113:162] 'does not provide information on other skill moves' (unsupported); [166:207] 'Unable to answer based on given passages.' (unsupported),100.0,100.0,100.0,OK,False,[none],29.38,38.55
50,13363,hallucinated,68.18,90.91,77.92,OK,True,[533:561] 'Gently scrub the glass again' (unsupported); [733:765] 'Make sure to dry them completely' (unsupported); [766:794] 'to avoid any stains or spots' (unsupported),0.0,0.0,0.0,MISS,False,[none],31.45,37.49
51,13535,clean,0.0,0.0,0.0,MISS,True,[126:164] 'applies to all employers in California' (unsupported); [262:293] 'does not cover public employers' (unsupported); [376:394] 'mental or physical' (contradiction),0.0,0.0,0.0,MISS,True,"[121:194] 'FEHA applies to all employers in California, regardless of size or sector' (unsupported); [354:433] 'requiring only that a mental or physical disability limit a major life activity' (unsupported)",30.71,35.25
52,12690,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.71,35.25
53,15785,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.71,35.25
54,12440,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.71,35.25
55,12066,clean,0.0,0.0,0.0,MISS,True,[21:68] 'is the Behavioral Health Services Administrator' (unsupported),100.0,100.0,100.0,OK,False,[none],30.32,35.25
56,16794,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.32,35.25
57,15790,clean,0.0,0.0,0.0,MISS,True,[66:88] 'people born in October' (unsupported); [424:526] 'there is no information about specific personality traits or characteristics of people ...' (contradiction),0.0,0.0,0.0,MISS,True,[424:527] 'there is no information about specific personality traits or characteristics of people ...' (contradiction),29.35,33.88
58,15209,clean,0.0,0.0,0.0,MISS,True,[516:538] 'particularly egregious' (unsupported); [798:843] 'violation of their rights as British subjects' (unsupported); [913:946] 'widespread outrage and resistance' (unsupported); [1035:1058] 'the American Revolution' (unsupported),0.0,0.0,0.0,MISS,True,[725:844] 'The colonists felt that this was an overreach of British authority and a violation of t...' (unsupported); [968:1058] 'contributing to the growing tensions that would eventually lead to the American Revolution' (unsupported),28.45,31.39
59,12904,clean,0.0,0.0,0.0,MISS,True,[44:48] 'bake' (contradiction); [555:647] 'do not worry if the eggs are not perfectly symmetrical or have a slightly greenish-gray...' (unsupported),0.0,0.0,0.0,MISS,True,[568:609] 'if the eggs are not perfectly symmetrical' (unsupported),27.78,30.95
60,13107,hallucinated,12.57,57.5,20.63,OK,True,[492:526] 'either a bar graph or a line graph' (unsupported); [591:647] 'line graph is better suited for showing trends over time' (unsupported); [1225:1255] 'on the x-axis (categories) and' (unsupported); [1068:1090] 'lines are proportional' (unsupported); [1816:1857] 'Unable to answer based on given passages.' (unsupported),0.0,0.0,0.0,OK,True,[589:648] 'a line graph is better suited for showing trends over time.' (unsupported),27.41,29.93
61,14467,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],27.41,29.93
62,12042,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],27.41,29.93
63,13211,clean,100.0,100.0,100.0,OK,False,[none],0.0,0.0,0.0,MISS,True,"[413:492] 'chicken breast will always come out tender as long as there is enough moisture,' (unsupported)",27.41,29.16
64,13043,clean,0.0,0.0,0.0,MISS,True,[418:429] 'Scroll down' (unsupported); [999:1010] 'Scroll down' (unsupported),0.0,0.0,0.0,MISS,True,[521:579] 'Tap Erase everything to confirm the factory reset process.' (unsupported),27.27,28.62
65,16851,hallucinated,96.12,72.79,82.85,OK,True,[344:366] 'are round and flexible' (unsupported); [383:435] 'irregular in shape and have a more complex structure' (unsupported); [546:575] 'but at a lower rate than RBCs' (unsupported),0.0,0.0,0.0,MISS,False,[none],30.17,27.43
66,12516,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.17,27.43
67,15688,hallucinated,100.0,97.78,98.88,OK,True,[398:442] 'with an average humidity level of 70% to 90%' (unsupported),100.0,100.0,100.0,OK,True,[398:443] 'with an average humidity level of 70% to 90%.' (unsupported),31.48,29.37
68,14398,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],31.48,29.37
69,13072,clean,0.0,0.0,0.0,MISS,True,[236:332] 'do not provide specific cutoff values or thresholds for what constitutes a high or low ...' (contradiction); [346:404] 'I am unable to answer the question of what PSA levels mean' (contradiction),100.0,100.0,100.0,OK,False,[none],30.48,29.37
70,13260,clean,0.0,0.0,0.0,MISS,True,[30:50] 'a firm or individual' (unsupported),0.0,0.0,0.0,MISS,True,[30:50] 'a firm or individual' (unsupported),30.35,29.2
71,17234,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.35,29.2
72,16897,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.35,29.2
73,12702,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.35,29.2
74,13440,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.35,29.2
75,16560,clean,0.0,0.0,0.0,MISS,True,[463:477] 'digital copies' (unsupported),100.0,100.0,100.0,OK,False,[none],30.27,29.2
76,13106,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.27,29.2
77,11909,clean,0.0,0.0,0.0,MISS,True,[238:248] 'experience' (unsupported),100.0,100.0,100.0,OK,False,[none],30.2,29.2
78,14365,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.2,29.2
79,15008,hallucinated,79.78,85.54,82.56,OK,True,[145:194] 'between the eighth and ninth day of fertilization' (unsupported); [205:218] 'in rare cases' (unsupported); [518:545] 'and genetic predisposition.' (unsupported),51.23,100.0,67.76,OK,True,"[73:195] 'The split of the developing zygote into two embryos usually takes place between the eig...' (unsupported); [205:219] 'in rare cases,' (unsupported); [518:544] 'and genetic predisposition' (unsupported)",31.99,31.81
80,12335,clean,0.0,0.0,0.0,MISS,True,"[669:787] ""do not necessarily mean the person likes you romantically, and it's possible they just ..."" (unsupported); [852:861] 'over time' (unsupported); [892:924] 'try initiating a conversation or' (unsupported)",100.0,100.0,100.0,OK,False,[none],31.01,31.81
81,17116,clean,0.0,0.0,0.0,MISS,True,[144:223] 'do not contain any specific information about the cost of replacing sewer lines' (contradiction); [328:355] 'to several thousand dollars' (unsupported),100.0,100.0,100.0,OK,False,[none],30.39,31.81
82,15343,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.39,31.81
83,15727,clean,0.0,0.0,0.0,MISS,True,[89:145] 'The specific details and mechanics of a raffle can vary.' (unsupported); [223:264] 'the last ticket drawn wins the main prize' (unsupported),0.0,0.0,0.0,MISS,True,[223:264] 'the last ticket drawn wins the main prize' (unsupported),29.85,31.45
84,13721,clean,0.0,0.0,0.0,MISS,True,"[724:793] 'I would have replied with ""Unable to answer based on given passages.""' (unsupported)",100.0,100.0,100.0,OK,False,[none],29.47,31.45
85,15460,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],29.47,31.45
86,16906,clean,0.0,0.0,0.0,MISS,True,"[334:370] ""and remove them from your dog's coat"" (unsupported)",100.0,100.0,100.0,OK,False,[none],29.28,31.45
87,16634,clean,0.0,0.0,0.0,MISS,True,[681:695] 'any associated' (unsupported),100.0,100.0,100.0,OK,False,[none],29.2,31.45
88,12106,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],29.2,31.45
89,14466,clean,0.0,0.0,0.0,MISS,True,[630:699] 'and the integration of African Americans into society and the economy' (unsupported),100.0,100.0,100.0,OK,False,[none],28.84,31.45
90,14849,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],28.84,31.45
91,14213,clean,0.0,0.0,0.0,MISS,True,[123:138] 'or fermentation' (unsupported),100.0,100.0,100.0,OK,False,[none],28.77,31.45
92,14750,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],28.77,31.45
93,14287,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],28.77,31.45
94,14819,clean,0.0,0.0,0.0,MISS,True,[91:106] 'on a 2006 Chevy' (unsupported),100.0,100.0,100.0,OK,False,[none],28.69,31.45
95,16454,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],28.69,31.45
96,15901,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],28.69,31.45
97,17104,hallucinated,100.0,66.82,80.11,OK,True,[855:917] 'may vary depending on the provider and the location you choose' (unsupported); [938:1017] 'research and compare different providers to find the best option for your needs' (unsupported),0.0,0.0,0.0,MISS,False,[none],31.72,29.74
98,14859,hallucinated,100.0,60.34,75.27,OK,True,[159:264] 'visiting the Shugabush Island and collecting the required items to trade with the other...' (unsupported),100.0,72.41,84.0,OK,True,[139:265] 'This can be done by visiting the Shugabush Island and collecting the required items to ...' (unsupported),33.66,33.64
99,14817,clean,0.0,0.0,0.0,MISS,True,[85:89] '2006' (unsupported); [430:478] 'taking care not to damage any wiring connections' (unsupported); [744:775] 'using a door panel removal tool' (contradiction),100.0,100.0,100.0,OK,False,[none],33.22,33.64
100,12517,clean,0.0,0.0,0.0,MISS,True,[251:293] 'Each system has its own specific functions' (unsupported),0.0,0.0,0.0,MISS,True,"[451:555] 'various systems such as the skeletal, muscular, digestive, respiratory, circulatory, an...' (unsupported); [625:733] 'and removes carbon dioxide from the muscular, digestive, skeletal, circulatory, urinary...' (unsupported)",33.0,32.01
101,12220,clean,0.0,0.0,0.0,MISS,True,[513:530] 'four even corners' (unsupported); [546:580] 'size of the quilt is not specified' (contradiction),0.0,0.0,0.0,MISS,True,"[542:597] 'the size of the quilt is not specified in the passages,' (contradiction)",32.74,31.61
102,12447,clean,0.0,0.0,0.0,MISS,True,[721:844] 'still important to consume a balanced diet that includes all of the essential amino aci...' (unsupported),100.0,100.0,100.0,OK,False,[none],32.13,31.61
103,13136,hallucinated,100.0,58.1,73.49,OK,True,"[447:481] 'entering a custom value in seconds' (unsupported); [514:541] 'click ""Apply"" and then ""OK""' (unsupported)",100.0,38.1,55.17,OK,True,"[514:554] 'click ""Apply"" and then ""OK"" to save them' (unsupported)",33.15,32.36
104,13431,clean,0.0,0.0,0.0,MISS,True,[864:909] 'Unable to answer based on the given passages.' (unsupported); [910:1036] 'The passages do not provide instructions on how to fix a specific issue with the lift v...' (unsupported),100.0,100.0,100.0,OK,False,[none],32.33,32.36
105,15651,hallucinated,0.0,0.0,0.0,MISS,False,[none],0.0,0.0,0.0,MISS,False,[none],31.59,31.26
106,13207,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],31.59,31.26
107,16464,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],31.59,31.26
108,13128,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],31.59,31.26
109,17100,clean,0.0,0.0,0.0,MISS,True,[59:75] 'YouTube channels' (unsupported),100.0,100.0,100.0,OK,False,[none],31.52,31.26
110,15482,clean,0.0,0.0,0.0,MISS,True,[277:352] 'are applications that are not developed or officially supported by Snapchat' (unsupported),100.0,100.0,100.0,OK,False,[none],31.19,31.26
111,16469,hallucinated,0.0,0.0,0.0,OK,True,[238:300] 'has a lower impact compared to other exercises such as running' (unsupported),0.0,0.0,0.0,OK,True,[235:300] 'it has a lower impact compared to other exercises such as running' (unsupported),30.68,30.48
112,13138,clean,0.0,0.0,0.0,MISS,True,[1309:1349] 'Windows key + X and select Power Options' (unsupported); [1350:1405] 'from the menu to open the Power Options window directly' (unsupported),0.0,0.0,0.0,MISS,True,"[1259:1406] 'Alternatively, you can also use the shortcut keys Windows key + X and select Power Opti...' (unsupported)",30.28,29.59
113,14508,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.28,29.59
114,12916,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],30.28,29.59
115,13467,clean,0.0,0.0,0.0,MISS,True,[756:796] 'Unable to answer based on given passages' (contradiction),100.0,100.0,100.0,OK,False,[none],30.12,29.59
116,16358,clean,0.0,0.0,0.0,MISS,True,[261:396] 'It would be best to refer to the instructions on the 1040 tax return form itself for gu...' (unsupported),100.0,100.0,100.0,OK,False,[none],29.58,29.59
117,15777,hallucinated,77.78,89.62,83.28,OK,True,[555:594] 'Holding a dressing or bandage in place.' (unsupported); [598:628] 'Hanging a picture or ornament.' (unsupported); [632:656] 'Repairing a ripped seam.' (unsupported); [660:699] 'Closing openings on a backpack or tent.' (unsupported); [704:738] 'Creating a makeshift fishing hook.' (unsupported); [743:786] 'Making a simple tool for cutting or prying.' (unsupported); ... +3 more,83.28,89.62,86.33,OK,True,[499:551] 'Fastening two pieces of fabric or clothing together.' (unsupported); [555:594] 'Holding a dressing or bandage in place.' (unsupported); [598:628] 'Hanging a picture or ornament.' (unsupported); [632:656] 'Repairing a ripped seam.' (unsupported); [660:699] 'Closing openings on a backpack or tent.' (unsupported); [704:738] 'Creating a makeshift fishing hook.' (unsupported); ... +2 more,33.68,35.65
118,13235,clean,0.0,0.0,0.0,MISS,True,"[544:652] 'Repeat the process for additional frames, ensuring that the hinge placement is consiste...' (unsupported)",100.0,100.0,100.0,OK,False,[none],33.24,35.65
119,14377,clean,100.0,100.0,100.0,OK,False,[none],0.0,0.0,0.0,MISS,True,[14:72] 'start by removing the membrane from the bottom of the ribs' (unsupported); [114:151] 'a mixture of mustard and liquid smoke' (unsupported),33.24,35.06
120,16457,clean,0.0,0.0,0.0,MISS,True,[0:41] 'Unable to answer based on given passages.' (unsupported),100.0,100.0,100.0,OK,False,[none],33.07,35.06
121,17759,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],33.07,35.06
122,12469,clean,0.0,0.0,0.0,MISS,True,[21:45] 'from an iPhone to iTunes' (unsupported); [637:663] 'from your iPhone to iTunes' (contradiction),0.0,0.0,0.0,MISS,True,"[574:664] 'After the sync is complete, the audiobooks will be transferred from your iPhone to iTunes.' (contradiction)",32.87,34.52
123,14506,clean,0.0,0.0,0.0,MISS,True,[153:168] 'built over time' (unsupported); [387:408] 'customer satisfaction' (unsupported); [467:501] 'positive word-of-mouth advertising' (unsupported); [669:685] 'intangible asset' (unsupported),100.0,100.0,100.0,OK,False,[none],32.54,34.52
124,13233,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],32.54,34.52
125,13365,clean,0.0,0.0,0.0,MISS,True,[683:724] 'Unable to answer based on given passages.' (unsupported),100.0,100.0,100.0,OK,False,[none],32.38,34.52
126,16881,hallucinated,100.0,74.36,85.29,OK,True,[397:484] 'helps prevent rot and ensures the potatoes have the best chance of growing successfully' (unsupported),0.0,0.0,0.0,MISS,False,[none],33.63,33.83
127,15129,hallucinated,18.42,13.51,15.59,OK,True,[200:235] 'http://www.peoplefinder.com/france/' (unsupported); [970:1011] 'Unable to answer based on given passages.' (contradiction); [1012:1126] 'The passages do not provide enough information to guide the user through the process of...' (contradiction),39.45,39.0,39.22,OK,True,[192:235] 'such as http://www.peoplefinder.com/france/' (unsupported); [280:338] 'by entering their last name and other identifying details.' (unsupported); [970:1011] 'Unable to answer based on given passages.' (contradiction); [1012:1126] 'The passages do not provide enough information to guide the user through the process of...' (contradiction),32.74,34.27
128,17758,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],32.74,34.27
129,12437,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],32.74,34.27
130,14200,clean,0.0,0.0,0.0,MISS,True,[785:804] 'more cost-effective' (unsupported); [847:874] 'when you turn on the faucet' (unsupported),100.0,100.0,100.0,OK,False,[none],32.57,34.27
131,13153,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],32.57,34.27
132,12296,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],32.57,34.27
133,14713,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],32.57,34.27
134,12233,hallucinated,100.0,7.02,13.11,OK,True,[238:246] 'stronger' (unsupported),0.0,0.0,0.0,MISS,False,[none],32.32,33.67
135,15774,clean,100.0,100.0,100.0,OK,False,[none],100.0,100.0,100.0,OK,False,[none],32.32,33.67
136,12262,hallucinated,64.94,94.17,76.87,OK,True,"[732:759] 'Click on the ""General"" tab.' (unsupported); [763:849] 'Under the ""Web browsers"" section, select ""Use Firefox as my default browser"" checkbox.' (unsupported); [912:973] 'may not be applicable to all versions of Windows or browsers.' (unsupported)",100.0,94.17,97.0,OK,True,"[732:759] 'Click on the ""General"" tab.' (unsupported); [763:849] 'Under the ""Web browsers"" section, select ""Use Firefox as my default browser"" checkbox.' (unsupported)",33.68,35.85
137,14886,clean,0.0,0.0,0.0,MISS,True,[230:262] 'need to use iPhone Data Recovery' (unsupported),100.0,100.0,100.0,OK,False,[none],33.57,35.85
